Mã,Tiêu đề,Nhóm,Độ khó,Phút,XP,Đang bật,Mô tả,Số bước,Các bước,Lợi ích (benefits),CẢNH BÁO: tiêu đề quá dài,CẢNH BÁO: thiếu mô tả,CẢNH BÁO: trùng tiêu đề với,Ghi chú rà soát
2.1,"Thực hành ""nhịn thông tin""",medium,medium,10,20,có,"Giống như bạn cẩn thận với những gì mình ăn, hãy cẩn trọng với những thông tin bạn tiêu thụ. Bỏ theo dõi những tài khoản khiến bạn lo lắng hoặc tức giận. Xóa các ứng dụng tin tức khỏi điện thoại.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Thực hành ""nhịn thông tin""'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.1,Lên kế hoạch cuộc đời cho bản thân về việc đối mặt với căng thẳng và thiết lập mục tiêu cuộc đời,medium,medium,10,20,có,Hãy dành ra một ngày từ 5-10 phút xây dựng cho bản thân mình kế hoạch cuộc đời và điều chỉnh nó hàng ngày phù hợp với cách cảm nhận cuộc sống của bạn,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Lên kế hoạch cuộc đời cho bản thân về việc đối mặt với căng thẳng và thiết lập mục tiêu cuộc đời'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",DÀI 96 ký tự,,,
2.11,KHông sử dụng mạng xã hội trong 10-15 ngày (Abandon social media),medium,medium,10,20,có,"Không sử dụng mạng xã hôi giúp cho người dùng ít tiếp xúc những thông tin tiêu cực, giúp họ sớm lấy lại tinh thần tốt lên.  MXH có quá nhiều thông tin sẽ làm bạn mất tập trung, sợ bỏ lỡ cái gì đó, bị lâm vào thế trận FOMO, từ đó làm bạn mất tập trung và gây căng thẳng.",5,"1. Tắt Wi-Fi/4G hoặc chuyển thiết bị sang chế độ máy bay. | 2. Đặt thiết bị ở một phòng khác hoặc xa tầm tay hoàn toàn. | 3. Thay thế thời gian đó bằng việc đọc sách, xếp hình hoặc pha trà. | 4. Quan sát cảm giác FOMO (sợ bị bỏ lỡ) xuất hiện và để nó tự đi qua. | 5. Tận hưởng không gian thực tại không bị ngắt quãng.","Giảm áp lực xã hội và hội chứng FOMO gây căng thẳng; Bảo vệ mắt khỏi ánh sáng xanh, cải thiện nhịp sinh học; Tăng chất lượng tương tác thực tế với người xung quanh",DÀI 65 ký tự,,,
2.12,Thực hiện bài tập thể dục nâng cao (ra được mồ hôi):,medium,medium,10,20,có,"Thực hiện các động tác thể dục chuyên tâm tần suất cao như chạy bộ, cardio, Yoga",5,"1. Mặc đồ thoải mái và mang giày phù hợp. | 2. Khởi động nhẹ nhàng các khớp trong 1-2 phút. | 3. Thực hiện bài tập (đi bộ, nhảy, leo cầu thang) với nhịp độ tăng dần. | 4. Chú ý vào nhịp thở và sự vận động của cơ bắp. | 5. Giãn cơ sau khi hoàn thành để cơ thể phục hồi.","Endorphin được tiết ra giúp giảm đau và tạo cảm giác hưng phấn; Cải thiện tuần hoàn máu lên não, minh mẫn hơn; Tiêu hao lượng adrenaline dư thừa gây bồn chồn",,,,
2.13,"Thay đổi cách giao tiếp với mọi người, trở lên tử tế hơn với tất cả mọi người từ việc nhắn tin, gọi điện, viết email và các phương thức giao tiếp khác. Thay đổi các phát ngôn, dùng từ khi chat, nói chuyện với tất cả mọi người, kể cả những người bạn không",medium,medium,10,20,có,,5,"1. Đeo tai nghe hoặc bật loa với âm lượng vừa phải. | 2. Nhắm mắt lại để tập trung vào thính giác. | 3. Lắng nghe từng nốt nhạc, giai điệu hoặc lời bài hát. | 4. Thả lỏng cơ thể theo nhịp điệu của âm thanh. | 5. Cho phép tâm trí phiêu lưu theo bản nhạc trong ít nhất 5 phút.",Giảm nhịp tim và đồng bộ hóa sóng não thành trạng thái Alpha; Kích thích khu vực vỏ não tiết ra dopamine; Giảm lo âu đáng kể so với việc im lặng thụ động,DÀI 255 ký tự,THIẾU MÔ TẢ,,
2.14,"List danh sách những người Toxic lên danh sách những người đưa chuyện, người xấu tính, người mách lẻo, người luôn đổ lỗi, người luôn “chỉ muốn cho bản thân”, người ích kỷ, người hay nói xấu, người luôn xả rác, người thiếu tôn trọng người khác và bản thân…",medium,medium,10,20,có,,5,"1. Xác định người hoặc tổ chức bạn muốn tương tác hoặc giúp đỡ. | 2. Chủ động liên hệ, gọi điện hoặc lên kế hoạch gặp mặt. | 3. Giao tiếp với thái độ chân thành, cởi mở, không phán xét. | 4. Lắng nghe tích cực và thể hiện sự thiện chí/đóng góp của bạn. | 5. Ghi nhận cảm xúc ấm áp sau khi kết nối xã hội hoàn thành.","Tăng nồng độ Oxytocin (hormone gắn kết tình cảm, giảm stress); Giảm cảm giác cô đơn và trầm cảm; Tạo động lực và nâng cao sự tự tôn thông qua giá trị trao đi",DÀI 255 ký tự,THIẾU MÔ TẢ,,
2.15,Giảm tần suất sử dụng thuốc lá và rượu bia,medium,medium,10,20,có,"Rượu bia mang lại nhiều cảm xúc tích cực nhưng chỉ là vỏ bọc hoặc 1 ít, hầu hết nó đem lại sự thiếu kiểm soát, chỉ là công cụ để người dùng tạm quên thực tại",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Giảm tần suất sử dụng thuốc lá và rượu bia'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,1.14,
2.16,Ghi chú cảm xúc (Emotion Diary),medium,medium,10,20,có,Viết ra 3 cảm xúc họ trải qua trong ngày và nguyên nhân gây ra những cảm xúc đó.,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Ghi chú cảm xúc (Emotion Diary)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.17,Gấp giấy Origami (Origami Challenge),medium,medium,10,20,có,Hướng dẫn người dùng gấp một hình đơn giản như con hạc hoặc ngôi sao theo video.,5,1. Chuẩn bị một tờ giấy vuông (Origami). | 2. Mở video hướng dẫn gấp giấy trên Youtube. | 3. Chậm rãi làm theo từng bước gấp giấy. | 4. Chăm chút nếp gấp và tập trung vào ngón tay. | 5. Hoàn thành mô hình và tận hưởng thành quả.,"Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.18,Ngắm bầu trời (Sky Gazing Task),medium,medium,10,20,có,Yêu cầu người dùng dành 5 phút để ngắm bầu trời và ghi nhận những gì họ thấy.,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Ngắm bầu trời (Sky Gazing Task)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.19,Hát,medium,medium,10,20,có,"Hát bất cứ đâu, karaoke hoặc phòng tắm, bạn có thể nhâm nhi vài li bia với bạn bè và bắt đầu hát",5,"1. Đeo tai nghe hoặc bật loa với âm lượng vừa phải. | 2. Nhắm mắt lại để tập trung vào thính giác. | 3. Lắng nghe từng nốt nhạc, giai điệu hoặc lời bài hát. | 4. Thả lỏng cơ thể theo nhịp điệu của âm thanh. | 5. Cho phép tâm trí phiêu lưu theo bản nhạc trong ít nhất 5 phút.",Giảm nhịp tim và đồng bộ hóa sóng não thành trạng thái Alpha; Kích thích khu vực vỏ não tiết ra dopamine; Giảm lo âu đáng kể so với việc im lặng thụ động,,,,
2.2,"Thay đổi góc nhìn: Thách thức những suy nghĩ u sầu và thay thế chúng bằng những suy nghĩ tích cực thông qua việc thay đổi góc nhìn. Mất việc thì có thể thay đổi góc nhìn bằng việc có cơ hội công việc khác, trải nghiệm mới mẻ tốt hơn. Những việc đang nghĩ",medium,medium,10,20,có,,5,"1. Lấy một cuốn sổ hoặc mở ứng dụng ghi chú. | 2. Hồi tưởng lại những khoảnh khắc, sự việc vừa diễn ra trong ngày. | 3. Viết ra 3 điều cụ thể mà bạn cảm thấy biết ơn hoặc tự hào. | 4. Viết kèm lý do tại sao điều đó lại có ý nghĩa với bạn. | 5. Đọc lại danh sách và mỉm cười ghi nhận những giá trị tốt đẹp.",Tái cấu trúc thần kinh (neuroplasticity) theo hướng tích cực; Giảm triệu chứng trầm cảm lên đến 30% nếu thực hành lâu dài; Tăng cường sản sinh serotonin tự nhiên,DÀI 255 ký tự,THIẾU MÔ TẢ,,
2.2,Ôm,medium,medium,10,20,có,Hãy ôm ai đó trong vòng 20s,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Ôm'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.21,Tạo hình từ đám mây (Cloud Imagination),medium,medium,10,20,có,Quan sát các đám mây và tưởng tượng chúng thành hình thù vui nhộn. Ghi chú lại trải nghiệm.,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tạo hình từ đám mây (Cloud Imagination)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.22,"Tránh dùng thiết bị điện tử trước khi ngủ. Tạo môi trường ngủ tối, yên tĩnh, ánh sáng dịu nhẹ và nhiệt độ mát mẻ hoặc ấm áp",medium,medium,10,20,có,,5,"1. Tạo môi trường mờ tối, nhiệt độ mát mẻ và yên tĩnh. | 2. Rời xa điện thoại di động ít nhất 15-30 phút trước đó. | 3. Nằm thả lỏng trên giường, nhắm mắt lại. | 4. Quét cơ thể từ ngón chân lên đỉnh đầu, thả lỏng từng phần. | 5. Cho phép bản thân chìm vào giấc ngủ tự nhiên không gượng ép.",Phục hồi năng lượng cho tế bào và dọn dẹp 'rác thải' trong não; Cân bằng lại hormone stress cortisol và adrenaline; Tăng cường trí nhớ và khả năng giải quyết vấn đề,DÀI 123 ký tự,THIẾU MÔ TẢ,,
2.23,Tham gia một lớp học hoặc nhóm tập nhạc cụ mới,medium,medium,10,20,có,Yêu cầu người dùng tham gia lớp học hoặc tập một nhạc cụ mới sẽ giúp người dùng kết nối nhiều hơn với cuộc sống và tìm cho mình những đam mê mới,5,"1. Đeo tai nghe hoặc bật loa với âm lượng vừa phải. | 2. Nhắm mắt lại để tập trung vào thính giác. | 3. Lắng nghe từng nốt nhạc, giai điệu hoặc lời bài hát. | 4. Thả lỏng cơ thể theo nhịp điệu của âm thanh. | 5. Cho phép tâm trí phiêu lưu theo bản nhạc trong ít nhất 5 phút.",Giảm nhịp tim và đồng bộ hóa sóng não thành trạng thái Alpha; Kích thích khu vực vỏ não tiết ra dopamine; Giảm lo âu đáng kể so với việc im lặng thụ động,,,,
2.24,Tìm lại cho bản thân những đam mê cũ và làm mới nó,medium,medium,10,20,có,"Tập trung quá và công việc và cuộc sống cũng làm bạn căng thẳng, hãy tìm lại những đam mê cũ của mình và dành thời gian cho nó. Vì lúc đó, bạn đang làm việc một cách vui vẻ và nhẹ nhõm",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tìm lại cho bản thân những đam mê cũ và làm mới nó'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.25,Lên Kế hoạch,medium,medium,10,20,có,"Nếu cuộc sống bạn quá bế tắc, dù đã thử những cách trên mà không thể giảm stress, căng thẳng, hãy xé nhỏ kế hoạch của bạn thành từng bước đi, mục tiêu nhỏ để dần hoàn thành. Việc lập kế hoạch sẽ làm bạn giảm căng thẳng 1 cách tích cực.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Lên Kế hoạch'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.26,Xây dựng hoặc cải thiện mối quan hệ tích cực: Tìm kiếm cơ hội làm việc với những đồng nghiệp tạo năng lượng và tránh những người làm bạn cạn kiệt năng lượng. Xây dựng mối quan hệ bằng cách thông báo những tin tốt lành hoặc bày tỏ lòng biết ơn.,medium,medium,10,20,có,,5,"1. Lấy một cuốn sổ hoặc mở ứng dụng ghi chú. | 2. Hồi tưởng lại những khoảnh khắc, sự việc vừa diễn ra trong ngày. | 3. Viết ra 3 điều cụ thể mà bạn cảm thấy biết ơn hoặc tự hào. | 4. Viết kèm lý do tại sao điều đó lại có ý nghĩa với bạn. | 5. Đọc lại danh sách và mỉm cười ghi nhận những giá trị tốt đẹp.",Tái cấu trúc thần kinh (neuroplasticity) theo hướng tích cực; Giảm triệu chứng trầm cảm lên đến 30% nếu thực hành lâu dài; Tăng cường sản sinh serotonin tự nhiên,DÀI 243 ký tự,THIẾU MÔ TẢ,,
2.27,"Cư xử đúng mực: Học cách cư xử lịch thiệp và quan tâm đến mọi người, bắt đầu từ gia đình.",medium,medium,10,20,có,,5,"1. Xác định người hoặc tổ chức bạn muốn tương tác hoặc giúp đỡ. | 2. Chủ động liên hệ, gọi điện hoặc lên kế hoạch gặp mặt. | 3. Giao tiếp với thái độ chân thành, cởi mở, không phán xét. | 4. Lắng nghe tích cực và thể hiện sự thiện chí/đóng góp của bạn. | 5. Ghi nhận cảm xúc ấm áp sau khi kết nối xã hội hoàn thành.","Tăng nồng độ Oxytocin (hormone gắn kết tình cảm, giảm stress); Giảm cảm giác cô đơn và trầm cảm; Tạo động lực và nâng cao sự tự tôn thông qua giá trị trao đi",DÀI 89 ký tự,THIẾU MÔ TẢ,,
2.3,Thiền 5-10 phút (Meditation Task),medium,medium,10,20,có,"Hướng dẫn người dùng thực hiện thiền với giọng hướng dẫn hoặc hiệu ứng âm thanh. Có thể theo dõi nhịp thở và thời gian thiền. Ngồi thẳng người (có thể nằm thẳng), ngửa cổ (để có thể lấy được lượng oxi nhiều nhất), tập trung vào hơi thở, chấp nhận những luồng suy nghĩ đến và mời chúng ra đi, chấp nhận kể cả những luồng suy nghĩ xấu của bản thân, sự khó chịu đến rồi nhẹ nhàng đưa chúng dần ra ngoài, chỉ để lại sự dễ chịu.",5,"1. Chọn tư thế ngồi thẳng lưng thoải mái. | 2. Nhắm mắt và đem sự chú ý hướng về hơi thở tự nhiên. | 3. Khi có suy nghĩ khác chen ngang, đừng phán xét, hãy ghi nhận chúng. | 4. Nhẹ nhàng đưa sự chú ý quay lại hơi thở. | 5. Duy trì trạng thái hiện diện này cho đến khi kết thúc thời gian.","Làm dày vỏ não trước trán, cải thiện khả năng điều tiết cảm xúc; Giảm kích thước hạch hạnh nhân (amygdala) liên quan đến lo âu; Tăng khả năng tập trung (attention span)",,,,
2.4,Tập thói quen ngồi/đi lại thẳng người,medium,medium,10,20,có,"Hướng dẫn người dùng ngồi thẳng người, đi đứng thẳng người để lấy được lượng oxi tốt nhất và giảm áp lực cho xương sống",5,"1. Xác định người hoặc tổ chức bạn muốn tương tác hoặc giúp đỡ. | 2. Chủ động liên hệ, gọi điện hoặc lên kế hoạch gặp mặt. | 3. Giao tiếp với thái độ chân thành, cởi mở, không phán xét. | 4. Lắng nghe tích cực và thể hiện sự thiện chí/đóng góp của bạn. | 5. Ghi nhận cảm xúc ấm áp sau khi kết nối xã hội hoàn thành.","Tăng nồng độ Oxytocin (hormone gắn kết tình cảm, giảm stress); Giảm cảm giác cô đơn và trầm cảm; Tạo động lực và nâng cao sự tự tôn thông qua giá trị trao đi",,,,
2.5,"Bài tập ""Thở vuông"" (Box Breathing)",medium,medium,10,20,có,"Hướng dẫn người dùng hít vào 4 giây, giữ hơi thở 4 giây, thở ra 4 giây, giữ hơi thở tiếp 4 giây. Thực hiện 5 vòng.",5,"1. Ngồi hoặc nằm ở tư thế thoải mái, giữ thẳng lưng. | 2. Đặt một tay lên bụng để cảm nhận nhịp thở. | 3. Hít vào từ từ bằng mũi trong 4 giây, bụng phình ra. | 4. Giữ hơi thở lại trong 4 giây. | 5. Thở ra từ từ bằng miệng trong 4 giây, lặp lại quy trình 5 vòng.","Kích hoạt hệ thần kinh phó giao cảm (rest and digest); Làm chậm nhịp tim và giảm huyết áp ngay lập tức; Tăng cường oxy lên não, cải thiện độ tập trung",,,,
2.6,Thiết lập mục tiêu nhỏ trong ngày và chiến thắng mục tiêu này (Micro-goal Setting),medium,medium,10,20,có,"Hướng dẫn người dùng chọn một mục tiêu nhỏ và hoàn thành trong ngày (dọn bàn làm việc, đọc 10 trang sách).",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Thiết lập mục tiêu nhỏ trong ngày và chiến thắng mục tiêu này (Micro-goal Setting)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",DÀI 82 ký tự,,,
2.7,Đi bộ ngắm cảnh và hòa mình vào thiên nhiên (Mindful Walk Quest),medium,medium,10,20,có,"Yêu cầu người dùng đi bộ ít nhất 30 phút, chụp một bức ảnh về khung cảnh họ thấy đẹp nhất hoặc ghi lại cảm nhận sau khi đi bộ. Hòa mình vào thiên nhiên, chạm vào thiên nhiên, cảm nhật bằng hết mọi giác quan với thiên nhiên sẽ giúp người dùng giảm stress. Nếu được hãy đi bộ bằng đôi chân trần",5,"1. Mặc đồ thoải mái và mang giày phù hợp. | 2. Khởi động nhẹ nhàng các khớp trong 1-2 phút. | 3. Thực hiện bài tập (đi bộ, nhảy, leo cầu thang) với nhịp độ tăng dần. | 4. Chú ý vào nhịp thở và sự vận động của cơ bắp. | 5. Giãn cơ sau khi hoàn thành để cơ thể phục hồi.","Endorphin được tiết ra giúp giảm đau và tạo cảm giác hưng phấn; Cải thiện tuần hoàn máu lên não, minh mẫn hơn; Tiêu hao lượng adrenaline dư thừa gây bồn chồn",DÀI 64 ký tự,,,
2.8,Tạo cho bản thân chiếc neo cảm xúc (Emotion Anchor),medium,medium,10,20,có,"Tạo cho mình một chiếc neo cảm xúc, đó có thể là tiếng cười của con trẻ, người thân, những người họ yêu mến và yêu mến họ, nghĩ về họ và những kỷ niệm vui vẻ xung quanh có được với họ trong quá khứ.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tạo cho bản thân chiếc neo cảm xúc (Emotion Anchor)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
2.9,Tạo hộp hạnh phúc (Happiness box),medium,medium,10,20,có,"Tạo cho mình một chiếc hộp hạnh phúc với những đồ vật kỷ niệm tạo động lực cho bản thân, đó có thể là một món quà của người bạn, kỷ vật của mẹ hay những đồ vật gắn với những kỷ niệm hạnh phúc.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tạo hộp hạnh phúc (Happiness box)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
